id,comment,label,task
train_005412,Chất lượng sản phẩm tuyệt vời. Đẹp lắm luôn,2,1
train_010692,"Thiết bị phát wifi của nhà mạng Viettel và Dlink DIR-605L dù để xa thiết bị nhưng chất lượng sóng wifi vẫn tốt, không chập chờn",2,1
train_010692,Tôi không hài lòng chất lượng sản phẩm này,0,1
train_010692,"Thiết bị cách khoảng 3m cũng không nhận đầy đủ sóng. Hiện nay tôi đang sử dụng thiết bị cũ DLink DIR-605L 2 anten phát sóng còn mạnh, ổn định hơn sản phẩm vừa mua TP-Link Archer C50 4 anten",0,1
train_012865,Được cái shop tư vấn tận tình,2,5
train_003520,"Màu sắc dễ thương quá chừng, 5 cái 60k, vải cũng đẹp nữa",2,1
train_013082,Chất lượng sản phẩm tuyệt vời rất đáng tiền,2,1
train_013082,Ai mang size 36 thì nên đặt 35 là vừa,2,6
train_015837,Không giao hàng,0,3
train_015513,"Sản phẩm chạy được 30 phút thì ngưng không chạy nữa, kim nhấc không lên nổi",0,1
train_015513,nói chung là chất lượng kém lắm,0,1
train_010042,"Sách dễ bị bong tróc phần bìa, chất lượng giấy và mức hoàn thiện chưa tốt, phần keo cũng chưa tốt",0,1
train_009329,"Giao hàng hơi lâu nhưng dat 2 dôi mà chỉ giao 1 đôi
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời",1,9
train_009241,"Keo như keo 502, giá keo 39k nhưng phí giao hàng 30k",0,4
train_009241,"Dây giày không ăn khớp, thật tức muốn điên thiết chứ",0,1
train_014838,Mẫu đẹp y hình,2,1
train_007407,Tôi chả hiểu  ý tưởng xây hầm ngầm vượt sông Hồng để giải quyết ùn tắc là sao nữa .,1,9
train_015437,Dây bé tí dán không kỹ,0,2
train_010876,Lúc giao hàng chẳng thấy hộp đâu,0,3
train_010876,Bực bội giống mua hàng chộp giật,0,9
train_010876,Đưa chiếc chai bọc lớp nhựa là xong,1,2
train_008463,Đóng hàng chắc chắn giao hàng siêu nhanh giá rẻ sản phẩm được,2,3
train_010876,Thay không thích rồi tính trả hàng mà người đang cần nên để xài,0,7
train_000822,Sử dụng rất thích đánh kem nền rất mịn đẹp,2,1
train_000822,Rất đáng tiền,2,4
train_007036,Mặt nạ đắp sướng lắm luôn ạ,2,1
train_007036,Giao hàng siêu nhanh,2,3
train_007030,Con iPhone chạy Android đây sao,0,9
train_011753,Hàng ổn định,1,1
train_007030,Đẹp mà ngon quá.,2,1
train_011753,Đóng gói chắc chắn,2,2
train_011753,Thời gian giao hàng nhanh,2,3
train_011753,Nhân viên giao hàng nhiệt tình,2,3
train_006652,Sản phẩm giòn ngon giao hàng nhanh đóng gói cẩn thận sẽ tiếp tục ủng hộ Shop,2,9
train_010814,Bạn ấy giao hàng kém chất lượng bị khách nói thì quay ra sỉa sói khách,0,3
train_010814,Vãi cả bán 500 cái ốp mà có một mình mình chê hàng kém chất lượng,0,1
train_010814,Coi như tiền vứt cho chó nó gặm,0,9
train_012091,Chất lượng sản phẩm phù hợp với giá,2,4
train_014915,Giá cả hợp lý sản phẩm tốt,2,4
train_005530,Giày hơi chật shop ạ,0,1
train_014915,"Mềm viền lưng bụng cũng mềm nữa, giao hàng nhanh",2,3
train_010216,Shop giao hàng nhanh gói hàng kỹ càng,2,3
train_010216,Hàng nhìn chất lượng tốt,2,1
train_015915,"Chất lượng sản phẩm kém, mình thấy son này không phải là son lì, rất dễ trôi",0,1
train_010216,Máy rung tốt các cấp độ đều sử dụng được,2,1
train_012864,Cảm ơn bạn nhé,2,9
train_010692,"Sau khi cho kết nối Smart Tivi Android box smartphone iPad, chất lượng sóng wifi yếu, thỉnh thoảng chập chờn.",0,1
train_000336,Hàng rất tệ tôi rất muốn trả hàng.,0,7
train_000336,Shopee có thể giúp không,1,5
train_000336,Chất lượng sản phẩm rất kém,0,1
train_010424,Đặt 3 đôi thì 1 đôi màu đỏ bị phai hết màu đỏ ra chân,0,1
train_007743,"Mình không hiểu tại sao mình lắp thẻ nhớ vào điện thoại của mình thì máy chạy rất chậm, cứ đụng vào cái gì trong thẻ nhớ là máy đơ luôn. Tháo thẻ nhớ ra thì máy chạy bình thường",0,9
train_010424,Còn một đôi thì như bán cho người thương binh,0,1
train_010424,Đặt số 39 mà gửi về một chân 38 một chân 39,0,7
train_010424,Rửa chân mãi mới sạch,0,9
train_008216,"Sản phẩm đẹp, cảm ơn Shop nhiều nhé",2,1
train_008216,Chúc shop có nhiều khách hàng hơn,2,9
train_005841,Chỉ có điều là trc khi giao hàng mình có ib cho shop mà k thấy phản hồi lại.,1,9
train_008522,Giày như trong hình,2,1
train_007220,"Thời gian giao hàng rất chậm, chất lượng sản phẩm rất kém",0,1
train_014886,Giao hàng nhanh và gói hàng rất tốt nhé,2,3
train_005841,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh",2,9
train_005841,Còn về sản phẩm thì mình rất ưng ý.,2,1
train_015681,Đồng hồ đẹp lắm shop nhé,2,1
train_007112,Chất lượng sản phẩm rất kém,0,1
train_007112,Dùng chưa đầy 2 ngày chế,0,1
train_015681,Shop dịch vụ cũng rất tốt ạ,2,5
train_015681,Nói chung là rất hài lòng khi mua hàng của shop,2,9
train_015681,Vote cho shop ạ,2,9
train_009262,Đóng gói sản phẩm chắc chắn nhưng giao bịch tã bao bì cũ và dính đầy bụi,0,3
train_011168,Chăn ủ mỏng. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_011835,Hàng quá tồi giao hàng gãy,0,3
train_007929,Sản phẩm rất tốt nhưng có một điểm trừ là sản phẩm để một chút là hết mùi không giữ được lâu cho lắm nhưng hợp với giá tiền,1,1
train_011835,Mất niềm tin,0,9
train_005725,Sản phẩm dưỡng môi tốt nhất từ trước đến nay,2,1
train_002983,"Ôi thật đẳng cấp, thật là đột phá về công nghệ nữa kìa",2,9
train_003075,"Shop giao thiếu hàng cho mình, mình nhắn tin thì nói để kiểm tra lại, sau đó thì im luôn, không trả lời",0,3
train_008757,Thấy mọi người khen nhiều mà sao với mình không ưng chút nào,0,1
train_007363,Rất hài lòng shop ạ. Sẽ ủng hộ shop lâu dài,2,9
train_008757,"Hơn 200 nghìn đồng cho một thỏi son cũng không phải rẻ so với dân văn phòng như mình nhưng Son Suri Pure Matte Lipstick E272 này làm mình thất vọng, màu son thì đẹp nhưng môi khá khô, hơn nữa là khi uống nước son dính lên vành ly rất khó chịu, làm mình phải lau đi, khi ăn uống thì trôi sạch. Lần trước cũng dùng một thỏi son thạch của Mira thấy rất ưng nhưng do hiện không còn sản phẩm đó nữa nên sử dụng qua loại này thì thấy tệ quá.",0,1
train_009812,Mình mua sản phẩm bị lỗi và đổi trả đến hai lần,0,7
train_009812,Mong Tiki chú trọng đến chất lượng sản phẩm hơn,0,1
train_009812,Tuy nhiên bốn sao cho dịch vụ giao hàng và đổi trả của Tiki,2,3
train_005346,Mùi thơm dễ chịu quá!,2,9
train_005346,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_001012,Siêu sạch và mềm mại,2,1
train_001012,Shop tư vấn nhiệt tình,2,5
train_001012,Bàn chải dùng siêu thích,2,1
train_001012,5* 5* 5* 😘😘😘,1,9
train_010580,sử dụng được 2 tháng tốc độ còn 144 Mbps,1,1
train_010580,Bảo hành có dùng được trong trường hợp này không vậy,1,5
train_007007,"Alienware là trùm hỏng vặt, được cái mã, giá thì bình thường thậm chí còn rẻ hơn so với Asus và MSI",0,1
train_007007,"Với lại có điên mới mua con Alien 18 này, con này đã hết sản xuất từ 2 năm trước và đang xả hàng, dùng CPU Haswell không phải Skylake như các đời còn lại",0,9
train_014508,mua loa Loyfun shop giao loa audio không hiểu tại sao giao hàng nhanh chóng,1,3
train_003633,:mặt khóc::mặt khóc::mặt khóc::mặt khóc:,0,9
train_002804,Tôi thực sự không thích cuốn sách này,0,1
train_002804,Tôi không thích nó cũng như tất cả những loại sách self-help ngày nay,0,9
train_003633,Sản phẩm không đúng như mong đợi,0,1
train_002804,"Thông điệp của tác giả muốn nhắn gửi đến là: nếu bạn muốn làm một việc gì đó, bạn hãy thực hiện nó hết sức mình, không quan tâm đến những gì xung quanh, không nghi ngờ gì về việc đó, và trên hết không cần để ý đến những chỉ trích nhắm vào bạn",1,9
train_002804,"Tôi không đồng ý với quan điểm của tác giả không chỉ bởi vì quan điểm đó sai, mà bởi vì nó quá tệ",0,9
train_002804,"Theo quan điểm của tôi, thông điệp “đi theo tiếng gọi của trái tim” không phải lúc nào cũng đúng",1,9
train_002804,Tại sao con tim chúng ta lại tin vào những điều phi logic ?,1,9
train_002804,"Nếu vì bạn đam mê một thứ gì đó, điều đó chưa chắc đã là tốt.",1,9
train_002804,Chúng ta là ai nếu tự cho mình quyền phán xét sự thật ?,1,9
train_002804,Không phải rằng không một ai muốn nhìn thấy những kết quả đạt được từ sự nỗ lực của bản thân hóa ra lại khiến ta thất vọng hay sao?,0,9
train_002804,"Nếu chúng ta không hoài nghi, thì đó chính là cách tốt nhất để tự biến mình thành một kẻ thiếu hiểu biết, hay tệ hơn là thành một người mù",0,9
train_014577,Bánh vừa thơm vừa ngon bên trong nhiều kem sẽ ủng hộ shop dài ạ,2,1
train_002804,Thông điệp này tôi đánh giá không tốt,0,9
train_002804,"Nếu một ai đó không cân nhắc nghiêm túc về thứ mà họ theo đuổi, vì sao lại tin vào điều đó mà có thể điều ngược lại mới là đúng thì tôi tin rằng họ đang cư xử theo một cách nguy hiểm và thiếu trung thực",0,9
train_002804,Tôi tin rằng việc không để ý đến những chỉ trích từ người xung quanh là một sai lầm nghiêm trọng trong thế giới hiện đại ngày nay,0,9
train_002804,Họ quá đề cao quyền và nhu cầu của cá nhân,0,9
train_002804,Một số người thường ngó lơ sự cần thiết của tập thể cộng đồng,1,9
train_012299,Chà rửa một thời gian là tróc luôn phần chống dính,0,1
train_012299,Phần lồng chiên cá bị dính dã man mặc dù quảng cáo là không dính,0,1
train_002804,Nhưng sẽ là rất cần thiết khi chúng ta cân nhắc ý kiến của mọi người trước khi quyết định điều gì đó,1,9
train_012987,Không tốt,0,1
train_012987,Hàng rất mới,2,1
train_012987,Sản phẩm này được sản xuất tại Nhật Bản nhưng tem dán bị bong,0,1
train_012987,Không nên ham rẻ,1,9
train_001264,Chất lượng kém,0,1
train_001264,không bao giờ mua lại,0,1
train_001264,"Đã mua 2 quả và bị hỏng cả 2 trong 2 ngày, vỏ bánh mỏng không đều",0,1
train_007183,"So với mức giá thì sản phẩm quá OK, chủ shop nhắn tin nhiệt tình",2,5
train_006444,"Vải mịn đẹp, đường kim mũi chỉ chuẩn, form dáng đẹp, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất nhanh",2,9
train_011279,"Thật dễ dàng xác định đối tượng tham nhũng là ai, chắc chắn phải là những người có chức có quyền, muốn có chức quyền thì phải bổ nhiệm",0,9
train_011280,"Chất lượng tạm ổn so với giá tiền khá rẻ, vậy cũng ok rồi",2,1
train_012321,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, lần nào cũng hài lòng với shop",2,1
train_004530,10 cái bị lỗi 2 chiếc,0,1
train_003097,"Đây không có bọc đã đành, còn bị nhăn với rách, dính bụi với cát. Chả hiểu Tiki đóng gói trong nhà hay ngoài biển nữa, quá tệ.",0,2
train_005829,"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt, rất đáng tiền, thời gian giao hàng rất lâu, không bị vỡ",2,1
train_010218,"Bán hàng thì nhanh mà khi giao thì chỉ có một mẫu thôi, hỏi thì không trả lời",0,5
train_004969,"Chất lượng sản phẩm tuyệt vời, phù hợp với mọi công việc",2,1
train_014460,Màu sắc thì ổn giống hình nhưng thấy kiểu dáng thì khác hình trên shop đã đăng lên.,0,1
train_012219,"Mẫu này ở ngoài không giống hình ảnh cho lắm, màu ngoài đậm quá",0,1
train_014460,nhưng mang thì cũng êm chân,2,1
train_014460,"Đáng tiền, lần sau sẽ ủng hộ shop tiếp tục ạ.",2,9
train_014460,Mua 3 sản phẩm thấy thích,2,9
train_014460,"Shop phục vụ rất tốt, chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh",2,9
train_004858,được rồi,1,9
train_004858,Hàng đáng tiền,2,4
train_014419,Mua rồi bỏ vào thùng rác,0,1
train_006602,Hàng gia công,1,1
train_001279,Chất lượng sản phẩm tuyệt vời mà hơi có khác so với ảnh,1,9
train_003073,Chì tốt màu số 5 - espresso brown này là hợp với tóc đen thuần Châu Á như mình nhất rồi.,2,1
train_003073,Còn bạn nào tóc nhuộm có thể tham khảo mấy màu khác,1,9
train_003073,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
train_002820,Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,2,1
train_011366,"Ba lô con gà may bị lệch hẳn đi một bên, chất lượng quá kém!",0,1
train_001006,Ngon cực,2,1
train_009620,"Đẹp hết chỗ chê, nhìn sang chảnh ghê lắm",2,1
train_001006,"Đã mua lần 2, bịch to chà bá",2,1
train_001006,Không bể nhiều lắm so với mẻ nguyên,1,1
train_001006,Giao hàng cực nhanh,2,3
train_010833,"sản phẩm rất đẹp, ship phục vụ dễ thương",2,5
train_010833,Mình chắc chắn sẽ mua hàng một lần nữa,2,9
train_003316,Thảm đẹp y hình giao hàng nhanh,2,3
train_012724,Vải vừa ý,2,1
train_006246,Bình chán,0,9
train_006246,"Tôi nghĩ câu đầy đủ và hoàn chỉnh là: ""Tưởng là bình nhựa in.""",1,9
train_006246,Ai dè thuỷ tinh bọc vải trơn tuột,0,2
train_011002,Mua online nhưng rất tuyệt vời mặt 32 mm cho nữ đeo rất vừa vặn cảm ơn shop nhiều,2,1
train_002804,Trong một số trường hợp nhất định việc đi ngược lại với tập thể có thể là đúng,1,9
train_006246,Câu đã sửa: Mà bình nhỏ xíu xiu,0,1
train_006246,Bỏ bình sữa vào không lọt làm sao ủ cháo ủ sữa,0,1
train_006246,Dùng đựng ngũ cốc thì được,1,9
train_004060,Shop giao hàng nhanh,2,3
train_004060,Hình như xà phòng này chỉ dùng rửa được tay chứ không dùng rửa mặt hay sao ý,0,1
train_004060,Vì tôi thấy ghi là handwash,1,9
train_010619,"Giao thiếu kẹp đuổi muỗi tinh dầu, không cần giải quyết, xóa SHOPEE vì không cần làm ăn giả dối",0,9
